목록키,목록유형,목록명,파일데이터명,분류체계,제공기관코드,제공기관,관리 부서명,관리부서 전화번호,보유근거,수집방법,업데이트 주기,차기 등록 예정일,매체유형,전체행,확장자(데이터포맷),키워드,다운로드_활용신청건수,등록일,수정일,데이터 한계,제공형태,설명,기타 유의사항,공간범위,시간범위,비용부과유무,비용부과기준 및 단위,이용허락범위,API 유형,신청가능 트래픽,심의 유형,조회수,목록 URL,국가중점여부,표준데이터여부
15020660,FILE,경기도 의정부시_상하수도시설 현황,경기도 의정부시_상하수도시설 현황_20250630,환경기상 - 상하수도·수질,3820000,경기도 의정부시,정책혁신과,`0318282613,-,-,연간,2026-10-31,텍스트,3,csv,"배수지,저수지,하수처리장,위치정보,시설정보,구분별 정보",1036,2019-08-30,2025-10-31,-,공공데이터포털에서 다운로드(원문파일등록),"경기도 의정부시 상하수도 시설 현황 데이터는 지역 내 상하수도 관리 체계와 기반 시설의 분포 및 특성을 한눈에 파악할 수 있도록 정리된 중요한 공공 데이터입니다. 이 데이터는 순번, 시설구분, 시설명, 주소, 면적, 단위, 규모, 시설년도, 시설정보, 연락처, 데이터기준일 등의 항목으로 구성되어 있어 행정기관, 연구자, 정책 담당자, 그리고 관련 업계 종사자들에게 매우 유용하게 활용될 수 있습니다. 우선 시설구분과 시설명은 해당 상하수도 시설이 정수장, 하수처리장, 배수지, 관로, 펌프장 등 어떤 유형에 속하는지와 그 이름을 확인할 수 있게 해줍니다. 이를 통해 의정부시 내 상하수도 인프라가 지역별로 어떻게 배치되어 있는지를 체계적으로 파악할 수 있으며, 특정 시설의 관리 및 유지보수에도 효율적으로 활용할 수 있습니다. 주소 항목은 시설의 구체적인 위치를 제공하여 지도 기반 분석이나 현장 관리 업무에 직접 활용될 수 있습니다. 또한 면적, 단위, 규모, 시설년도 등은 각 시설의 크기와 설치 시기를 알려주는 지표로, 시설의 노후화 정도를 평가하거나 향후 보수 및 교체 계획을 세우는 데 핵심적인 정보를 제공합니다. 시설정보와 연락처는 관리 주체와 직접적인 의사소통을 가능하게 하여 민원 대응, 긴급 상황 시의 신속한 조치 등에 기여할 수 있습니다. 더 나아가 데이터기준일은 해당 데이터의 최신성을 보장하는 항목으로, 시기별 변화 추이를 비교·분석하는 데에도 중요한 역할을 합니다. 이 데이터를 통해 지방자치단체는 의정부시 상하수도 시설의 현황을 점검하고, 시설 간 균형적 배치 여부를 평가하며, 미래 수요에 대비한 확충 계획을 마련할 수 있습니다. 연구자나 정책 분석가는 해당 데이터를 활용하여 상하수도 관리 정책의 효율성을 평가하거나, 기후변화 및 인구 증가에 따른 수자원 수급 안정성 문제를 연구할 수 있습니다. 또한 민간기업이나 엔지니어링 분야에서는 시설 현황을 기반으로 유지보수, 기술개선, 친환경 공정 도입 등 다양한 실무적 활용이 가능합니다. 시민 입장에서도 이 데",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4268,https://www.data.go.kr/data/15020660/fileData.do,N,N
15020666,FILE,중소벤처기업진흥공단_전략산업 지원 현황,중소벤처기업진흥공단_전략산업 지원 현황_20190630,산업고용 - 산업·중소기업일반,B554009,중소벤처기업진흥공단,기업금융처,`0557519557,-,-,수시,-,텍스트,64,csv,"전략산업,지원현황,지원금액,지원건수,분야별,지역별,연도별,중소기업",651,2019-07-29,2025-09-22,-,공공데이터포털에서 다운로드(원문파일등록),"「중소벤처기업진흥공단_전략산업 지원 현황」은 정책자금 운용계획 중소벤처기업부 공고 기준에 따른 전략산업 분류별 지원 현황으로 중소벤처기업진흥공단의 정책자금 지원 기업 중 전략산업 영위기업의 지원현황을 집계한 자료입니다.<br/><br/>칼럼명 : 산업구분,산업명,창업기업건수,창업기업금액,투융자복합금융건수,투융자복합금융금액,신성장기반건수,신성장기반금액,신시장진출지원건수,신시장진출지원금액,긴급경영안정건수,긴급경영안정금액,재도약지원건수,재도약지원금액 등<br/><br/>관심분야 : 반도체, 배터리, 바이오, 로봇, 인공지능, 우주항공, 친환경차, 수소, 디스플레이, 소재부품장비, 에너지신산업, 스마트제조, 데이터, 클라우드, 사이버보안, 디지털콘텐츠, 의료기기, 농식품기술, 해양산업, 스마트물류, 스마트시티, 순환경제, 탄소중립, 지역클러스터, 수출고도화 등",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2655,https://www.data.go.kr/data/15020666/fileData.do,N,N
15020667,FILE,부산도시공사_신기술 신공법 관리현황,부산도시공사_신기술 신공법 관리현황_20250801,산업고용 - 원자력기술,B551922,부산도시공사,미래전략실,`0518108576,-,-,연간,2026-08-01,텍스트,42,csv,"특허,신기술,신공법,토목,건축,건설기술,특허공종,공종",1091,2018-12-10,2025-12-04,-,공공데이터포털에서 다운로드(원문파일등록),"「건설기술 진흥법」제14조(신기술의 지정·활용 등) 및 같은 법 시행령 제34조(신기술의 활용 등)에 따라 국토교통부장관이 지정한 신기술, 특허공법은 건설기술의 연구 및 개발을<br/> 촉진하고 건설공사의 품질과 안전을 확보하기 위해 도입되었습니다.<br/>이에 따라, 건설 신기술·특허의 발전을 도모하고 체계적인 관리체계 마련 등을 위하여 부산도시공사가 현재 추진 중이거나 완료한 건설공사에서 적용한 신기술 및 특허공법에 대한 관리현황입니다.<br/>신기술 및 특허공법에 대한 종류 및 지정번호, 신기술명, 기술보유사 등에 관한 정보를 제공하고 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3739,https://www.data.go.kr/data/15020667/fileData.do,N,N
15020671,FILE,중소벤처기업진흥공단_권역별 지역우수제품 선정 현황,중소벤처기업진흥공단_권역별 지역우수제품 선정 현황_20161125,산업고용 - 산업·중소기업일반,B554009,중소벤처기업진흥공단,ICT운영실,`0557519467,-,-,수시,-,텍스트,331,CSV,"마케팅지원,판로개척,거래활성화,중진공,우수제품,우수신제품발굴,우수신제품",848,2016-11-25,2025-09-12,-,공공데이터포털에서 다운로드(원문파일등록),"중소벤처기업진흥공단에서는 중소벤처기업을 지원하기 위해 다양한 정책사업을 추진하고 있습니다.<br/><br/>중소벤처기업진흥공단에 진행한 사업중 우수신제품발굴지원사업에 선정된 지역우수제품 현황을 권역별로 권역, 제품등으로  분류한 자료입니다.<br/><br/>권역은 수도권, 서부권, 동부권으로 구분되어있으며, 업체명, 상품명, 사업자번호로 우수신제품을 확인하실 수 있습니다.<br/><br/>동 데이터는 주기적으로 선정하는 데이터가 아니기에, 업데이트 주기가 수시로 개방되었으며, 추가적으로 선정될 시 업데이트 될 예정입니다.<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2755,https://www.data.go.kr/data/15020671/fileData.do,N,N
15020674,FILE,경기도 수원시_지식산업센터현황,경기도 수원시_지식산업센터현황_20260317,산업고용 - 산업진흥·고도화,3740000,경기도 수원시,AI전략과,`03151912114,-,-,연간,2027-03-17,텍스트,31,csv,"지식산업,아파트형공장,도시형공장,지식기반,정보통신,제조업,벤처,복합단지",1477,2020-04-09,2026-03-19,-,공공데이터포털에서 다운로드(원문파일등록),"경기도 수원시 지식산업센터 현황정보(센터명, 주소, 우편번호, 위도, 경도, 건축연면적, 준공일, 건물층, 입주업체수, 고용효과, 관리기관, 연락처) 제공하는 데이터입니다. 지식산업센터는 지식 기반 산업 및 정보통신, 제조벤처 기업 등을 위한 업무시설 복합단지입니다. 국토교통부령으로 정하는 시설을 말하며, 지식산업, 정보통신산업 및 제조업을 영위하는 자가 입주할 수 있도록 일정한 요건을 갖춘 다층형 집합 건축물입니다. 산업정책 수립, 기업 지원, 민간 서비스 개발 등 다양한 분야에서 폭넓게 활용할 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,7294,https://www.data.go.kr/data/15020674/fileData.do,N,N
15020678,FILE,중소벤처기업진흥공단_업종별 해외시장진출 유망상품 현황,중소벤처기업진흥공단_업종별 해외시장진출 유망상품 현황_20161125,산업고용 - 산업·중소기업일반,B554009,중소벤처기업진흥공단,ICT운영실,`0557519466,-,-,수시,-,텍스트,200,csv,"마케팅지원,판로개척,중기제품 거래활성화,고비즈코리아,해외바이어",1057,2016-11-25,2025-09-15,-,공공데이터포털에서 다운로드(원문파일등록),"온라인수출플랫폼(Gobizkorea)에서 확인할 수 있는 해외시장진출 유망상품 데이터를 제공합니다.<br/>제공하는 데이터는 해외시장진출 유망상품을 업종에 따라 분류하여 업종, 카테고리, 업체명, 상품명, 사업자등록번호를 표시한 자료입니다.<br/>*온라인수출플랫폼(Gobizkorea)는 해외 판로개척에 어려움을 겪는 국내 중소벤처기업들이 온라인을 통해 수출을 할 수 있도록 도와주는 플랫폼으로, 해외바이어를 대상으로 상품(영문 상품페이지, 영문 미니사이트)을 홍보하고 수출거래 협상(인콰이어리)을 진행할 수 있는 B2B 플랫폼입니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3002,https://www.data.go.kr/data/15020678/fileData.do,N,N
15020689,FILE,안산도시공사 이용시설물 현황,안산도시공사 이용시설물 현황_20230703,공공행정 - 일반행정,B552550,안산도시공사,주차운영부,`0314814971,"체육관, 수영장 기타 레저관련시설물입니다.페달로 사업종료로 삭제 및  학교부설주차장 야간개방 사업 추가하였습니다<br/> 보시고 많이 이용바랍니다.",-,월간,2023-08-03,텍스트,49,csv,"안산시 시설,안산시 시설목록,시설물현황",1144,2016-12-06,2023-07-03,안산도시공사에서 운영하는 공공시설에 대한  이용시설물 현황정보입니다.  참조하시기 바랍니다.,공공데이터포털에서 다운로드(원문파일등록),"안산시 시설물에 대한 정보입니다.체육시설, 환경시설, 자동차번호판등에 대한 간략한 설명 자료입니다.시설에  대한 연락처 및 위치가 포함되어 있습니다. <br/>페달로 사업종료로 삭제 및  학교부설주차장 야간개방 사업 추가하였습니다.감사합니다.",안산도시공사 이용시설물 현황 업데이트 하였습니다. 참조 바랍니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4648,https://www.data.go.kr/data/15020689/fileData.do,N,N
15020719,FILE,(주)한국가스기술공사_천연가스 유지보수 교육과정 목록,(주)한국가스기술공사_천연가스 유지보수 교육과정 목록_20241105,산업고용 - 에너지및자원개발,B551494,(주)한국가스기술공사,ESG경영처 국민소통부,`0426008362,-,-,연간,2026-11-13,텍스트,124,xlsx,"천연가스 유지보수 교육,기술인력 역량 강화,설비 점검·정비 훈련,배관 진단 실습,전문 용접사 양성,계측제어 설비교정,방식설비 유지관리,매설배관 관리 교육",1370,2017-12-15,2025-11-28,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 (주)한국가스기술공사의 천연가스 설비 유지보수 분야 교육과정 목록을 정리한 자료입니다. 과정명, 교육인원, 교육시작일, 교육종료일 항목으로 구성되어 있으며, 계측제어설비 교정 및 진단, 배관 진단 및 부속장치 이해, 전문용접사 양성, 방식설비 정비, 매설배관 관리 실무 등 다양한 전문 과정이 포함됩니다. 각 과정별 교육 기간과 인원이 명시되어 있어 기술인력의 역량 강화 계획 수립, 연간 교육 일정 관리, 인적자원 배치 계획에 활용할 수 있습니다. 해당 자료는 현장 유지보수 기술 향상, 안전사고 예방, 설비 수명 연장 및 운영 효율성 제고를 위한 교육 운영의 기초 정보로서 중요합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3440,https://www.data.go.kr/data/15020719/fileData.do,N,N
15020721,FILE,부산광역시 중구_가로등현황,부산광역시 중구_가로등현황_20250814,재난안전 - 안전관리,3250000,부산광역시 중구,안전도시과,`0516004697,-,-,연간,2026-08-14,텍스트,61,csv,"가로등,안전,보안등,LED,FRP",1051,2019-09-17,2025-08-14,-,공공데이터포털에서 다운로드(원문파일등록),"부산광역시 중구 관내 설치 관리되고 있는 조명시설 중 가로등 현황에 대한 데이터입니다.<br/>관내 도로 별로 위치, 일반가로등, 고효율 가로등, LED가로등 수량 및<br/>설치된 등주 수량에 대한 데이터를 제공합니다.<br/><br/><br/>*LED :  '발광다이오드'라고 표기하며, 전류를 가하면 빛을 발하는 반도체 소자로 본 자료에서는 LED모듈로된 등기구를 말합니다.<br/>*FRP : 섬유 강화 플라스틱(Fiber Reinforced Plastic)의 약자로, 유리섬유 등 섬유로 강화된 플라스틱 복합재료입니다. 재질이 FRP인 등주를 말합니다.<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3482,https://www.data.go.kr/data/15020721/fileData.do,N,N
15020722,FILE,경상북도 영양군_제조업체 현황,경상북도 영양군_제조업체 현황_20250908,국토관리 - 지역및도시,5170000,경상북도 영양군,영양군청 농촌경제과,`0546806321,-,-,연간,2026-09-08,텍스트,28,csv,"제조업,지역산업,취업,고용인원,마케팅,생산품",1060,2019-09-09,2025-09-08,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 영양군 관내 제조업체들의 현황을 체계적으로 수록한 자료로, 각 업체의 회사명, 전화번호, 생산품, 업종명, 고용인원, 산업분류코드 등의 핵심 정보를 포함하고 있습니다. 특히 공장의 도로명주소와 지번주소를 함께 제공함으로써 위치 기반 분석 및 지도 시각화가 가능하며, 산업분류코드를 활용해 전국 통계와 연계한 업종별 비교 분석도 수행할 수 있습니다.<br/><br/>이 데이터는 지역 내 산업구조 및 고용 현황을 진단하는 데 유용하며, 청년 일자리 정책 수립, 중소기업 지원 사업 대상 선정, 산업단지 개발 방향 수립 등 행정 정책 기반 자료로 활용될 수 있습니다. 또한 고용인원 규모를 통해 기업 특성을 파악하고, 유사 업종 간 클러스터링 분석도 가능합니다.<br/><br/>민간 부문에서도 B2B 마케팅, 물류 경로 최적화, 사업 타겟팅 등에 활용될 수 있으며, 공장 홈페이지 정보를 포함하고 있어 기업 홍보 및 입주기업 안내 자료로도 유용합니다. 정기적으로 데이터를 갱신하고 기준일자를 명시함으로써 시계열 기반 추세 분석 및 변화 감지 체계 구축에도 활용 가능합니다.",미집계된 데이터 또는 개인정보가 포함된 데이터는 공란처리 하였으니 참조하시기 바랍니다,대한민국 영양,2025년 9월,무료,건 ,이용허락범위 제한 없음,-,-,-,4148,https://www.data.go.kr/data/15020722/fileData.do,N,N
15020725,FILE,한국환경산업기술원_토양 및 지하수 관련 기술 정보,한국환경산업기술원_토양 및 지하수 관련 기술 정보_20211231,환경기상 - 상하수도·수질,B552518,한국환경산업기술원,디지털전략실,`0222841173,-,-,수시,-,텍스트,22,csv,"토양,지하수,기술,생물학적처리,식물재배정화",1236,2019-09-18,2025-07-22,-,공공데이터포털에서 다운로드(원문파일등록),"본 csv 데이터는 토양 및 지하수 오염 정화를 위한 환경 기술인 생물학적 분해법, 식물재배 정화법 등 다양한 환경정화 기술의 기술 개요, 공정 원리, 처리 가능한 오염물질, 기술별 제거 효율,  적용 시 고려해야 할 주요 영향 인자 등을 상세히 제공합니다. 데이터에는 분류,정화기술,처리방법,영상링크,기술개요,공정원리,처리물질 및 효율,영향인자 등과 같은 필드가 있습니다. 이 csv 데이터를 활용하여 토양 및 지하수 정화 기술의  개발 및 현장 적용, 환경 관리 계획 수립, 오염지역 복원 프로젝트의 효율적 설계 및 평가 등에 실무적 이고 기술적인 참고자료로 폭넓게 활용할 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4901,https://www.data.go.kr/data/15020725/fileData.do,N,N
15020741,FILE,경상북도 청도군_기업체 현황,경상북도 청도군_기업체 현황_20200925,공공행정 - 일반행정,5190000,경상북도 청도군,총무과,`0543706078,-,-,수시,-,텍스트,202,csv,"기업체,기업체 소재지,기업체연락처,기업분포,창업지원,투자유치,경영정보",849,2019-08-22,2025-06-17,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 경상북도 청도군 관내에 소재한 기업체에 대한 현황 정보를 포함하고 있다. 각 기업체의 명칭, 대표자 성명, 연락처, 공식 웹사이트(URL), 주소(도로명 및 지번) 등의 항목으로 구성되어 있다. 본 자료는 지역 내 산업 구조와 기업 분포를 파악하는 기초자료로 활용될 수 있으며, 기업 지원 정책 수립,경영환경 분석, 일자리 창출 전략 마련 등행정 업무에 기여할 수 있다. 또한 창업 지원,투자 유치,민관 협력 사업 추진 시 유용한 데이터로서 민간에서도 사업체 발굴,네트워크 구축,산업동향 분석 등에 실질적으로 활용 가능하다. 공공데이터로 제공됨에 따라 정보의 투명성을 제고하고, 지역경제 활성화 및 기업 경쟁력 강화를 위한 협업 기반을 마련한다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3331,https://www.data.go.kr/data/15020741/fileData.do,N,N
15020748,FILE,(재)한국형수치예보모델개발사업단_한국형수치예보모델개발사업단 연구시설장비 목록,20181012_사업단 연구시설장비 정보 목록,과학기술 - 과학기술진흥,B553480,(재)한국형수치예보모델개발사업단,연구지원실,`0269591605,국가연구시설장비 관리 표준지침,-,연간,2019-10-19,텍스트,42,CSV,"연구시설장비,미래창조과학부,NTIS",2094,2016-12-05,2018-10-24,-,공공데이터포털에서 다운로드(원문파일등록),사업단 보유 연구장비 정보 제공,-,-,-,무료,- ,이용허락범위 제한 없음,-,-,-,3227,https://www.data.go.kr/data/15020748/fileData.do,N,N
15020749,FILE,경기도 부천시_지식산업센터,경기도 부천시_지식산업센터_20250501,산업고용 - 산업·중소기업일반,3860000,경기도 부천시,기획경제실 기업지원과,`0326252756,-,-,연간,2026-06-22,텍스트,53,csv,"지역경제,산업진흥,아파트형공장,지산,중소기업",2155,2019-06-12,2025-05-26,-,공공데이터포털에서 다운로드(원문파일등록),"해당 데이터는 경기도 부천시의 지식산업센터(구 아파트형공장) 건물에 대한 기본적인 정보입니다.<br/>지식산업센터의 명칭, 소재지(도로명 및 지번 주소), 위도와 경도, 면적(공장시설, 지원시설, 부지면적), 용도지역, 유치가능업체수, 공장동수 및 층수, 분양형태,  착공 및 준공연도, 사용승인일 등으로 구성되어 있습니다.<br/>현재 부천시에는 53개소, 9,588개 호실의 지식산업센터가 있습니다.<br/>관리실 전화번호는 사용 승인시 제출해야하는  필수 사항이 아니므로 정보가 부존재함을 양해하여 주시기 바랍니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,8535,https://www.data.go.kr/data/15020749/fileData.do,N,N
15020750,FILE,경기도 부천시_사료제조업현황,경기도 부천시_사료제조업현황_20250701,산업고용 - 산업·중소기업일반,3860000,경기도 부천시,도시농업과,`0326252812,-,-,연간,2026-07-14,텍스트,54,csv,"공장,제조,제조업,사료,보조사료",2016,2019-09-17,2025-08-05,-,공공데이터포털에서 다운로드(원문파일등록),"경기도 부천시 사료제조업 현황에 대한 데이터로 사료 제조업체명, 소재지(도로명)의 정보를 제공합니다.<br/>이 자료는 부천시 관내 사료제조업체(단미사료제조업, 보조사료제조업, 수입업)의 등록 정보를 한눈에 확인할 수 있도록 제공하여 시민들이 보다 효율적으로 정보를 이용할 수 있게 하였습니다. 추가적인 정보가 필요하거나 문의사항이 있을 경우 부천시청 도시농업과 동물자원팀(☎032-625-2811)으로 연락주시기 바랍니다. 부천시는 반려동물의 건강한 먹거리 지향 및 업체의 효율적 관리를 위해 노력하겠습니다.<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4240,https://www.data.go.kr/data/15020750/fileData.do,N,N
15020753,FILE,한국보훈복지의료공단_욕창진료센터 환자 치료정보_중앙보훈병원,한국보훈복지의료공단_욕창진료센터 환자 치료정보_중앙보훈병원_20231231,보건의료 - 보건의료,B551202,한국보훈복지의료공단,정보지원부,`0337493790,-,-,수시,-,텍스트,11846,csv,"치료기간,진단명,치료부위,보훈,욕창",930,2019-09-26,2025-09-02,-,공공데이터포털에서 다운로드(원문파일등록),"보훈병원 환자의 진료시작일,종료일,종료사유,진단명,치료부위명,치료단계.소요시간 등에 대한 데이터입니다<br/><br/>보훈병원: 보훈병원은 1981년 보훈공단 설립 이후 250병상 규모의 원호병원에서 출발하여 정부의 보훈대상자 의료지원 범위 확대 및 고령화에 따른 복합·만성질환으로 의료수요가 증가함에 따라 의료시설을 단계적으로 확충하였으며 자세한 소재지는 아래와 같음<br/>1. 중앙보훈병원(강동구 진황도로 61길 53)<br/>2. 부산보훈병원(사상구 백양대로 420)<br/>3. 광주보훈병원(광산구 첨단월봉로 99)<br/>4. 대구보훈병원(달서구 월곡로 60)<br/>5. 대전보훈병원(대덕구 대청로 82번길 147)<br/>6. 인천보훈병원(미추홀구 인주대로 138)",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3153,https://www.data.go.kr/data/15020753/fileData.do,N,N
15020763,FILE,경상북도 구미시_공장등록현황,경상북도 구미시_공장등록현황_20260330,산업고용 - 산업·중소기업일반,5080000,경상북도 구미시,종합허가과,`0544805302,-,-,연간,2027-03-31,텍스트,808,csv,"공장,제조업체,제조업,공장 분포,산업",4239,2020-01-29,2026-03-30,-,공공데이터포털에서 다운로드(원문파일등록),"경상북도 구미시 공장 등록 현황에 관한 데이터로, 구미시 관내에 등록된 공장의 회사명, 주소, 업종명 등 기본 정보를 포함하고 있습니다. 해당 자료는 일반적인 공장 등록 현황을 파악하기 위한 기초자료로 활용되며, 산업 구조 분석, 지역경제 현황 진단, 입지 정책 수립 등에 유용하게 쓰일 수 있습니다. 이를 통해 구미시 관내 공장 분포 현황을 지역 단위로 분석하거나, 산업 정책 수립 및 기업 유치 전략 등에 참고할 수 있는 공공 데이터입니다. 단, 한국산업단지공단에서 관리하는 국가산업단지 내 공장 정보는 본 데이터에 포함되어 있지 않습니다.",전화번호 항목에서 원본데이터가 등록되어 있지 않거나 개인핸드폰 전화번호가 등록된 경우 공란 처리되었습니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,13933,https://www.data.go.kr/data/15020763/fileData.do,N,N
15020765,FILE,중소기업은행_퇴직연금 정보,중소기업은행_퇴직연금 정보_20241231,재정금융 - 재정·금융,B190021,중소기업은행,데이터혁신부,`027296551,-,-,연간,2026-08-29,텍스트,1,csv,"확정급여형,확정기여형,IRP,원리금보장상품정보,수익상품정보",7472,2016-12-07,2025-11-27,-,공공데이터포털에서 다운로드(원문파일등록),"-중소기업은행 퇴직연금의 유형별(수익증권 상품, 원리금 보장상품) 수익률 및 주식편입비율, 투자한도 등의 분석정보를 제공하고 있습니다.<br/>- 퇴직연금원리금보장상품이라 함은 근로자퇴직급여보장법 시행령 제 16조 제 1항 제 1호에 의한 상품을 말하며 본 데이터에서는 원리금보장상품의 상품한글명,만기(개월수),확정급여형(DB)예정적용금리(퍼센트),확정기여형(DC)예정적용금리(퍼센트),개인형(IRP)예정적용금리(퍼센트)에 대한 내용을 제공하고 있습니다.<br/>-퇴직연금수익상품정보에는 운용사명,펀드명,펀드유형,주식편입비율,투자한도에 대한 내용을 제공하고 있습니다.<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3193,https://www.data.go.kr/data/15020765/fileData.do,N,N
15020767,FILE,(주)한국가스기술공사_기술이전 및 연구개발 현황,(주)한국가스기술공사_기술이전 및 연구개발 현황_20250501,산업고용 - 에너지및자원개발,B551494,(주)한국가스기술공사,ESG경영처 국민소통부,`0426008362,-,-,연간,2026-05-20,텍스트,87,csv,"기술,이전,기술이전,연구개발(R&D)현황,특허활용,계약정보,연구성과관리",1321,2016-12-05,2025-05-21,-,공공데이터포털에서 다운로드(원문파일등록),"이 데이터는 연구개발 현황과 기술이전 및 통상실시권에 대한 현황을 포함하여 공공 연구 성과를 체계적으로 관리하기 위한 자료입니다.<br/>해당 CSV 파일에는 총 68개의 연구(R&D) 수행현황과 19개의 특허권에 대한 기술이전 및 통상실시권에 대한 두가지 항목으로 구성되어있습니다.<br/>연구개발 현황에는 연구과제명, 과제의 시작일과 종료일, 연구책임자 정보가 포함되어있으며, 이를 통해 특정 연구 프로젝트의 진행상황과 책임자를 확인할 수 있습니다. 기술이전 현황에는 특허등록일, 등록번호, 출원의 명칭, 계약일자, 계약상대자 정보가 포함되어 있어, 연구성과의 상용화 및 기술이전 과정에 대한 정보를 제공합니다. 이를 통해 연구 성과의 사업화 현황을 파악할 수 있습니다.<br/>",공란은 데이터 미집계입니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3899,https://www.data.go.kr/data/15020767/fileData.do,N,N
15020770,FILE,중소기업은행_펀드 정보,중소기업은행_펀드 정보_20241231,재정금융 - 재정·금융,B190021,중소기업은행,데이터혁신부,`0220315443,-,-,연간,2026-09-13,텍스트,1008,csv,"누적수익률,펀드유형,총보수,펀드수익률,선취수수료",1234,2016-12-07,2025-08-14,-,공공데이터포털에서 다운로드(원문파일등록),"중소기업은행에서 현재 취급중에 있는 각 펀드사에 대한 정보를 운용사별로 펀드상품별 누적수익률(1개월,3개월,6개월,12개월 단위), 펀드등급, 펀드유형 및 총보수(%) 등의 내용을 csv 파일로 제공하고 있습니다.<br/>-펀드 수익률이란 해당 기간별 펀드기준가의 변동률을 의미하고 해당 조회 기간의 첫날 기준가와 조회 기준일자의 기준가를 비교하여 계산한 변동률입니다. 이는 고객 계좌별 수익률과는 다른 개념으로 펀드 수익률은 펀드 자체의 수익률로 추가 유입 또는 유출이 없었음을 가정한 것입니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3265,https://www.data.go.kr/data/15020770/fileData.do,N,N
15020771,FILE,중소기업은행_연금저축신탁 정보,중소기업은행_연금저축신탁 정보_20241231,재정금융 - 재정·금융,B190021,중소기업은행,데이터혁신부,`0220315443,-,-,연간,2026-10-04,텍스트,6,csv,"연금저축신탁,채권형,안정형,개인연금신탁,퇴직신탁",1004,2016-12-07,2025-09-04,-,공공데이터포털에서 다운로드(원문파일등록),"-중소기업은행에서 취급 및 판매하고 있는 연금 상품 (개인연금신탁, 신개인연금 채권형1호, 연금저축신탁 채권형 1호, 연금저축신탁 안정형1호, 퇴직신탁 주식형, 퇴직신탁 채권형 상품)에 대해 펀드 유형(채권형 또는 안정형), 설정일,  신탁금액(월말_백만원), 기준가격(월말_원),계,대출,국공채,금융채,회사채기타채권,주식,기업어음 및어음,기타 유동자산, 2014년부터 현재년도 평균배당률, 현재년도로 부터 과거 9개월, 6개월 , 3개월 ,1개월, 설정일 이후 평균배당률에 대한 정보를  CSV형태로 제공하고 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3870,https://www.data.go.kr/data/15020771/fileData.do,N,N
15020785,FILE,경기도 포천시 공장등록 현황,경기도 포천시 공장등록 현황_20240206,산업고용 - 산업·중소기업일반,5600000,경기도 포천시,정보통신과,`0315382114,-,-,연간,2025-02-28,텍스트,2249,csv,"제조업,공장,중소기업",4740,2019-09-18,2024-02-06,-,공공데이터포털에서 다운로드(원문파일등록),"경기도 포천시에서 제공하는  공장 등록 현황(회사명, 업종명, 주소<도로명, 지번), 연락처, 종업원수, 생산품,  등 항목을 제공합니다.)",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,13232,https://www.data.go.kr/data/15020785/fileData.do,N,N
